count,lat,lon,metadata,start_timestamp
14,43.66093307,-79.3735941,Allan Gardens,Jan-24
1,43.65371478,-79.40192832,Bellevue Square Park,Jan-24
9,43.65472242,-79.38160967,Trinity Square,Jan-24
2,43.65699352,-79.4336308,Dufferin Grove Park,Jan-24
7,43.67094057,-79.35433043,Riverdale Park East,Jan-24
0,43.65558614,-79.37043073,Moss Park,Jan-24
13,43.67272549,-79.37625428,Rosedale Ravine Lands,Jan-24
8,43.65114655,-79.40510438,Alexandra Park,Jan-24
5,43.70940672,-79.53862891,Crawford-Jones Memorial Park,Jan-24
9,43.77806997,-79.23755184,East Highland Creek Watercourse,Jan-24
5,43.6580416,-79.3314175,Martin Goodman Trail,Jan-24
5,43.72881139,-79.32116014,Charles Sauriol Conservation Area,Jan-24
4,43.75411432,-79.43277026,Earl Bales Park,Jan-24
10,43.63806493,-79.40717673,Garrison Common,Jan-24
0,43.635226,-79.4013712,Little Norway Park,Jan-24
4,43.78090037,-79.19730417,Morningside Park,Jan-24
2,43.65465987,-79.3627258,Orphan's Green,Jan-24
5,43.77245734,-79.27908994,0 William Kitchen Road,Jan-24
2,43.71931001,-79.51254444,Downsview Park and Lawn Bowling Greens,Jan-24
1,43.65261301,-79.39221132,Grange Park,Jan-24
4,43.63115941,-79.43083382,Marilyn Bell Park,Jan-24
2,43.68179447,-79.4101068,Nordheimer Ravine,Jan-24
2,43.63577871,-79.40883206,The Gore,Jan-24
22,43.64418139,-79.39371522,Clarence Square Park,Feb-24
14,43.63692099,-79.3443083,Cherry Beach Clarke Beach Park,Feb-24
13,43.66093307,-79.3735941,Allan Gardens,Feb-24
1,43.65371478,-79.40192832,Bellevue Square Park,Feb-24
9,43.65472242,-79.38160967,Trinity Square,Feb-24
0,43.65699352,-79.4336308,Dufferin Grove Park,Feb-24
6,43.67094057,-79.35433043,Riverdale Park East,Feb-24
0,43.65558614,-79.37043073,Moss Park,Feb-24
6,43.67272549,-79.37625428,Rosedale Ravine Lands,Feb-24
7,43.65114655,-79.40510438,Alexandra Park,Feb-24
5,43.70940672,-79.53862891,Crawford-Jones Memorial Park,Feb-24
9,43.77806997,-79.23755184,East Highland Creek Watercourse,Feb-24
4,43.6580416,-79.3314175,Martin Goodman Trail,Feb-24
5,43.72881139,-79.32116014,Charles Sauriol Conservation Area,Feb-24
4,43.75411432,-79.43277026,Earl Bales Park,Feb-24
6,43.63806493,-79.40717673,Garrison Common,Feb-24
0,43.635226,-79.4013712,Little Norway Park,Feb-24
4,43.78090037,-79.19730417,Morningside Park,Feb-24
1,43.65465987,-79.3627258,Orphan's Green,Feb-24
6,43.77245734,-79.27908994,0 William Kitchen Road,Feb-24
1,43.71931001,-79.51254444,Downsview Park and Lawn Bowling Greens,Feb-24
2,43.65261301,-79.39221132,Grange Park,Feb-24
4,43.63115941,-79.43083382,Marilyn Bell Park,Feb-24
3,43.68179447,-79.4101068,Nordheimer Ravine,Feb-24
1,43.63577871,-79.40883206,The Gore,Feb-24
21,43.64418139,-79.39371522,Clarence Square Park,Mar-24
12,43.63692099,-79.3443083,Cherry Beach Clarke Beach Park,Mar-24
9,43.66093307,-79.3735941,Allan Gardens,Mar-24
2,43.65371478,-79.40192832,Bellevue Square Park,Mar-24
10,43.65472242,-79.38160967,Trinity Square,Mar-24
0,43.65699352,-79.4336308,Dufferin Grove Park,Mar-24
2,43.67094057,-79.35433043,Riverdale Park East,Mar-24
0,43.65558614,-79.37043073,Moss Park,Mar-24
5,43.67272549,-79.37625428,Rosedale Ravine Lands,Mar-24
7,43.65114655,-79.40510438,Alexandra Park,Mar-24
5,43.70940672,-79.53862891,Crawford-Jones Memorial Park,Mar-24
10,43.77806997,-79.23755184,East Highland Creek Watercourse,Mar-24
4,43.6580416,-79.3314175,Martin Goodman Trail,Mar-24
3,43.72881139,-79.32116014,Charles Sauriol Conservation Area,Mar-24
3,43.75411432,-79.43277026,Earl Bales Park,Mar-24
4,43.63806493,-79.40717673,Garrison Common,Mar-24
0,43.635226,-79.4013712,Little Norway Park,Mar-24
4,43.78090037,-79.19730417,Morningside Park,Mar-24
3,43.65465987,-79.3627258,Orphan's Green,Mar-24
6,43.77245734,-79.27908994,0 William Kitchen Road,Mar-24
2,43.71931001,-79.51254444,Downsview Park and Lawn Bowling Greens,Mar-24
2,43.65261301,-79.39221132,Grange Park,Mar-24
4,43.63115941,-79.43083382,Marilyn Bell Park,Mar-24
3,43.68179447,-79.4101068,Nordheimer Ravine,Mar-24
3,43.63577871,-79.40883206,The Gore,Mar-24
17,43.64418139,-79.39371522,Clarence Square Park,Apr-24
10,43.63692099,-79.3443083,Cherry Beach Clarke Beach Park,Apr-24
9,43.66093307,-79.3735941,Allan Gardens,Apr-24
3,43.65371478,-79.40192832,Bellevue Square Park,Apr-24
8,43.65472242,-79.38160967,Trinity Square,Apr-24
0,43.65699352,-79.4336308,Dufferin Grove Park,Apr-24
2,43.67094057,-79.35433043,Riverdale Park East,Apr-24
0,43.65558614,-79.37043073,Moss Park,Apr-24
6,43.67272549,-79.37625428,Rosedale Ravine Lands,Apr-24
7,43.65114655,-79.40510438,Alexandra Park,Apr-24
5,43.70940672,-79.53862891,Crawford-Jones Memorial Park,Apr-24
8,43.77806997,-79.23755184,East Highland Creek Watercourse,Apr-24
4,43.6580416,-79.3314175,Martin Goodman Trail,Apr-24
2,43.72881139,-79.32116014,Charles Sauriol Conservation Area,Apr-24
3,43.75411432,-79.43277026,Earl Bales Park,Apr-24
5,43.63806493,-79.40717673,Garrison Common,Apr-24
1,43.635226,-79.4013712,Little Norway Park,Apr-24
4,43.78090037,-79.19730417,Morningside Park,Apr-24
4,43.65465987,-79.3627258,Orphan's Green,Apr-24
6,43.77245734,-79.27908994,0 William Kitchen Road,Apr-24
3,43.71931001,-79.51254444,Downsview Park and Lawn Bowling Greens,Apr-24
3,43.65261301,-79.39221132,Grange Park,Apr-24
4,43.63115941,-79.43083382,Marilyn Bell Park,Apr-24
3,43.68179447,-79.4101068,Nordheimer Ravine,Apr-24
6,43.63577871,-79.40883206,The Gore,Apr-24
15,43.64418139,-79.39371522,Clarence Square Park,May-24
12,43.63692099,-79.3443083,Cherry Beach Clarke Beach Park,May-24
12,43.66093307,-79.3735941,Allan Gardens,May-24
5,43.65371478,-79.40192832,Bellevue Square Park,May-24
7,43.65472242,-79.38160967,Trinity Square,May-24
2,43.65699352,-79.4336308,Dufferin Grove Park,May-24
5,43.67094057,-79.35433043,Riverdale Park East,May-24
3,43.65558614,-79.37043073,Moss Park,May-24
5,43.67272549,-79.37625428,Rosedale Ravine Lands,May-24
0,43.65114655,-79.40510438,Alexandra Park,May-24
6,43.70940672,-79.53862891,Crawford-Jones Memorial Park,May-24
1,43.77806997,-79.23755184,East Highland Creek Watercourse,May-24
4,43.6580416,-79.3314175,Martin Goodman Trail,May-24
2,43.72881139,-79.32116014,Charles Sauriol Conservation Area,May-24
3,43.75411432,-79.43277026,Earl Bales Park,May-24
2,43.63806493,-79.40717673,Garrison Common,May-24
4,43.635226,-79.4013712,Little Norway Park,May-24
4,43.78090037,-79.19730417,Morningside Park,May-24
7,43.65465987,-79.3627258,Orphan's Green,May-24
6,43.77245734,-79.27908994,0 William Kitchen Road,May-24
4,43.71931001,-79.51254444,Downsview Park and Lawn Bowling Greens,May-24
5,43.65261301,-79.39221132,Grange Park,May-24
4,43.63115941,-79.43083382,Marilyn Bell Park,May-24
4,43.68179447,-79.4101068,Nordheimer Ravine,May-24
5,43.63577871,-79.40883206,The Gore,May-24
16,43.64418139,-79.39371522,Clarence Square Park,Jun-24
15,43.63692099,-79.3443083,Cherry Beach Clarke Beach Park,Jun-24
10,43.66093307,-79.3735941,Allan Gardens,Jun-24
14,43.65371478,-79.40192832,Bellevue Square Park,Jun-24
6,43.65472242,-79.38160967,Trinity Square,Jun-24
6,43.65699352,-79.4336308,Dufferin Grove Park,Jun-24
10,43.67094057,-79.35433043,Riverdale Park East,Jun-24
12,43.65558614,-79.37043073,Moss Park,Jun-24
4,43.67272549,-79.37625428,Rosedale Ravine Lands,Jun-24
1,43.65114655,-79.40510438,Alexandra Park,Jun-24
4,43.70940672,-79.53862891,Crawford-Jones Memorial Park,Jun-24
1,43.77806997,-79.23755184,East Highland Creek Watercourse,Jun-24
5,43.6580416,-79.3314175,Martin Goodman Trail,Jun-24
2,43.72881139,-79.32116014,Charles Sauriol Conservation Area,Jun-24
5,43.75411432,-79.43277026,Earl Bales Park,Jun-24
1,43.63806493,-79.40717673,Garrison Common,Jun-24
6,43.635226,-79.4013712,Little Norway Park,Jun-24
4,43.78090037,-79.19730417,Morningside Park,Jun-24
5,43.65465987,-79.3627258,Orphan's Green,Jun-24
3,43.77245734,-79.27908994,0 William Kitchen Road,Jun-24
6,43.71931001,-79.51254444,Downsview Park and Lawn Bowling Greens,Jun-24
8,43.65261301,-79.39221132,Grange Park,Jun-24
5,43.63115941,-79.43083382,Marilyn Bell Park,Jun-24
2,43.68179447,-79.4101068,Nordheimer Ravine,Jun-24
3,43.63577871,-79.40883206,The Gore,Jun-24
13,43.64418139,-79.39371522,Clarence Square Park,Jul-24
17,43.63692099,-79.3443083,Cherry Beach Clarke Beach Park,Jul-24
12,43.66093307,-79.3735941,Allan Gardens,Jul-24
19,43.65371478,-79.40192832,Bellevue Square Park,Jul-24
8,43.65472242,-79.38160967,Trinity Square,Jul-24
16,43.65699352,-79.4336308,Dufferin Grove Park,Jul-24
11,43.67094057,-79.35433043,Riverdale Park East,Jul-24
16,43.65558614,-79.37043073,Moss Park,Jul-24
5,43.67272549,-79.37625428,Rosedale Ravine Lands,Jul-24
1,43.65114655,-79.40510438,Alexandra Park,Jul-24
2,43.70940672,-79.53862891,Crawford-Jones Memorial Park,Jul-24
1,43.77806997,-79.23755184,East Highland Creek Watercourse,Jul-24
6,43.6580416,-79.3314175,Martin Goodman Trail,Jul-24
4,43.72881139,-79.32116014,Charles Sauriol Conservation Area,Jul-24
5,43.75411432,-79.43277026,Earl Bales Park,Jul-24
0,43.63806493,-79.40717673,Garrison Common,Jul-24
10,43.635226,-79.4013712,Little Norway Park,Jul-24
4,43.78090037,-79.19730417,Morningside Park,Jul-24
6,43.65465987,-79.3627258,Orphan's Green,Jul-24
1,43.77245734,-79.27908994,0 William Kitchen Road,Jul-24
4,43.71931001,-79.51254444,Downsview Park and Lawn Bowling Greens,Jul-24
3,43.65261301,-79.39221132,Grange Park,Jul-24
4,43.63115941,-79.43083382,Marilyn Bell Park,Jul-24
2,43.68179447,-79.4101068,Nordheimer Ravine,Jul-24
5,43.63577871,-79.40883206,The Gore,Jul-24
15,43.64418139,-79.39371522,Clarence Square Park,Aug-24
18,43.63692099,-79.3443083,Cherry Beach Clarke Beach Park,Aug-24
17,43.66093307,-79.3735941,Allan Gardens,Aug-24
18,43.65371478,-79.40192832,Bellevue Square Park,Aug-24
9,43.65472242,-79.38160967,Trinity Square,Aug-24
27,43.65699352,-79.4336308,Dufferin Grove Park,Aug-24
11,43.67094057,-79.35433043,Riverdale Park East,Aug-24
20,43.65558614,-79.37043073,Moss Park,Aug-24
7,43.67272549,-79.37625428,Rosedale Ravine Lands,Aug-24
11,43.65114655,-79.40510438,Alexandra Park,Aug-24
4,43.70940672,-79.53862891,Crawford-Jones Memorial Park,Aug-24
1,43.77806997,-79.23755184,East Highland Creek Watercourse,Aug-24
9,43.6580416,-79.3314175,Martin Goodman Trail,Aug-24
4,43.72881139,-79.32116014,Charles Sauriol Conservation Area,Aug-24
5,43.75411432,-79.43277026,Earl Bales Park,Aug-24
0,43.63806493,-79.40717673,Garrison Common,Aug-24
13,43.635226,-79.4013712,Little Norway Park,Aug-24
4,43.78090037,-79.19730417,Morningside Park,Aug-24
6,43.65465987,-79.3627258,Orphan's Green,Aug-24
1,43.77245734,-79.27908994,0 William Kitchen Road,Aug-24
4,43.71931001,-79.51254444,Downsview Park and Lawn Bowling Greens,Aug-24
0,43.65261301,-79.39221132,Grange Park,Aug-24
0,43.63115941,-79.43083382,Marilyn Bell Park,Aug-24
3,43.68179447,-79.4101068,Nordheimer Ravine,Aug-24
2,43.63577871,-79.40883206,The Gore,Aug-24
